x,y
2.041174223502875,3.4422008411520744
5.074325618483968,5.284898963603821
2.185873106229853,3.3006588000583457
6.31466273769235,5.0465292755667415
2.1434147417208047,3.137317996003297
5.735576339677943,5.1709333949769025
2.161276796576962,3.2913703788088737
5.738731023543956,5.111623409969059
2.0547497741811425,3.111718974979776
5.8443817451785325,5.013601734660091
2.0723264037677946,3.420460893243563
3.9106990471073813,5.285732876129872
2.040242895629587,3.2557814497548656
3.5972187400305247,5.246188398522565
2.0307565830502043,3.396666344139173
6.330856604365392,5.043640754577574
2.0770053072686334,3.2070633365583743
6.45931938260779,5.02488336851687
2.103527657714441,3.294277462195896
3.6066030888939644,5.029767820458883
2.053551618143971,3.130935340140332
4.005442973487047,5.170773127790322
2.0995034009085973,3.283308614094799
4.731941943191534,5.164296745413525
2.0754808366749375,3.2697755743329857
4.651439895425731,5.166421305533717
2.1799113512422137,3.196152778531159
5.961659471541956,5.255214006248547
2.0177579926636606,3.2319554447783965
6.181658895411077,5.08516694142852
2.0763153712225852,3.2636148571103947
6.418432835011126,5.172430306090182
2.1509040304215103,3.195472238685051
3.5134586082103567,5.060953020858042
2.013108326123567,3.2665353661783163
6.059245773257979,5.138944547662189
2.193120865836729,3.4278375279740234
5.332195581317511,5.134406878474901
2.1108062509489343,3.306823967245767
5.315531270324151,5.295429547928742
2.2937771077882165,3.5055596451282827
6.275299746908917,5.0440161702831015
2.2038960135301804,3.5919962551290983
4.394922195717103,5.117185229669996
2.188479095771191,3.5329912575130393
6.974422862349725,5.20605679702038
2.250997278083011,3.569187316954754
3.8207317564793217,5.201253948907891
2.1210072699059648,3.5169450457279363
3.5679380673221956,5.098436614327391
2.2225960899428587,3.485557038095009
6.9165709940008915,5.241853331020321
2.2821457109161005,3.733560307960345
3.7511715546850057,5.282214484054561
2.214367287202277,3.5510731107732805
5.0922123430633555,5.243135929104491
2.2227677245509594,3.7271863715173668
5.702808672991825,5.292302710771454
2.169048822119099,3.305556547466759
6.276181524280103,5.192487201413718
2.1607281765123765,3.4677540004494745
4.989252209900151,5.192674670747265
2.141539547939773,3.681697846323311
5.126445101746439,5.209814786126177
2.2864004020264477,3.446737576964531
5.940869536459578,5.29447878081196
2.276330504932159,3.528400139092059
3.6033756270919626,5.2465255473387
2.1499416789008508,3.3789286326203216
5.482197670792536,5.051777076089561
2.1490092179567646,3.3476927634196647
3.838080092781934,5.200999289536043
2.204893248899137,3.254173489522225
6.125898402162456,5.038869181738649
2.2507044607997275,3.2910256767600963
3.9847937676114777,5.2241733694076045
2.2619469698928985,3.6885254998657784
3.7063604988602195,5.133626483862258
2.17606295276043,3.629041148959416
6.045641673112977,5.149944404511774
2.385683829855824,3.810244347675688
5.947383549305236,5.201534720481501
2.2974444840986066,3.5420342338205346
5.709940720895406,5.226772348629304
2.2876201392987054,3.5069743061524776
5.481710089662357,5.147464867465191
2.287963093139845,3.5933884833665783
5.2708588702343295,5.252646654412198
2.274613475320115,3.5468339978094225
6.948696313504718,5.188432113100922
2.3883966450977905,3.836356752204208
6.106830715975725,5.226878689762138
2.3691312431937046,3.6120543057134986
3.586849771713679,5.064751313970346
2.325054222018725,3.618485911426854
4.463538117409042,5.29173325363262
2.3135318027047354,3.9887115880743096
3.7689929907870154,5.126572055355205
2.368560759734896,3.83834798225247
6.699118823505584,5.051335217656622
2.2638506334881763,3.67288930208724
4.622330548408708,5.182946113719548
2.207422765267135,3.8167911726562154
3.764139305427107,5.257110582439728
2.377619489869515,3.5098829456808263
5.456075717666588,5.154716942777604
2.2446287816227333,3.542352216291438
3.882704398047535,5.1180866034863906
2.2304700490887943,3.988060989473174
6.967218326544469,5.08790539879966
2.3464042208474156,3.751832146198908
6.759716208831082,5.2425405810760735
2.3290016517169185,3.96017191424936
6.163779075708301,5.0976234253174955
2.3889917297201073,3.802400912923181
6.760891381503368,5.213783023320307
2.2035028173505906,3.826597214580364
4.429791017572699,5.002327100724428
2.2013206462884023,3.8969662556485214
4.909199119907029,5.166486310336522
2.3351167404882256,3.8696520076436753
6.8438864397984,5.1310966455443205
2.332396967201425,3.77571858361841
4.940625283520159,5.1492180710420135
2.458895298771388,3.929395196956656
4.095473382724614,5.044557965917352
2.322909426929902,4.164360002672452
5.711809478197398,5.174045470279662
2.427836699356632,4.155774292608665
4.040639126150044,5.086522447830882
2.4985597401881683,4.178419761657621
6.296236164071243,5.172211957798051
2.3257977295005405,3.7747874053347537
6.177791093704062,5.035377711205077
2.42692920443169,4.203053801444204
6.5084710366984035,5.037734478633067
2.464317408778264,3.750334668399407
6.865808177633568,5.082783033969192
2.379734253789505,3.998988826121192
5.147460353095042,5.090829224698458
2.356098275758879,3.89520372491697
4.573340584121115,5.244913365001716
2.4617566335476893,3.8977283374784553
4.672758443019216,5.116414041768333
2.357291284978058,4.158845005226411
5.7491604700950125,5.020649631835811
2.309317300104505,3.9809555694219916
4.697537970262438,5.022780995973998
2.329257021063038,3.806585554102387
3.5203097248058435,5.216748758295786
2.491144242676236,4.159142586492284
3.506854993930571,5.019815306707232
2.4247055727526816,3.799091556445162
4.381576191843527,5.1644331509095665
2.307602732016461,3.770114878168363
4.953609977247521,5.00393471727612
2.484195325339322,3.7578380029713006
5.347410175864113,5.127544786996299
2.478268863192686,4.210206197563499
5.26960588888833,5.223430855266724
2.5834021586037768,4.3136523318701645
3.773944937893871,5.123469084365726
2.567914060105652,4.030241844140951
6.712168770907931,5.186771841568444
2.577790024629172,4.200141751878799
4.237873035149272,5.281539804561719
2.578410056941787,4.464226765441176
6.240438490157425,5.080889306467341
2.4617563325991276,4.482003690320957
4.1653207858291434,5.00783812654207
2.4379962257265397,4.133914117101924
3.6935724299059163,5.031793558705233
2.56990644106978,4.07445190469412
6.460263664536272,5.261029934601134
2.5158636978460964,4.408034884597959
4.067853049627017,5.2962554252618235
2.5951695282558442,4.448945445920178
4.568268642731436,5.011301148012362
2.4733695447694526,4.482953822790676
4.367356963079983,5.097077789198249
2.451042913834045,4.162375885765799
5.348438917555193,5.118759361331874
2.5478292529353403,4.347698242575047
5.693852996187408,5.002791144256268
2.490140942873574,4.216287934952227
5.697279407835261,5.021139728170381
2.4735958218318075,4.168210983587142
5.651061302517716,5.10480104218346
2.490759859080711,4.062774598591702
6.825217334567051,5.250826949148807
2.4675960299379742,4.231708013365785
6.770083984410743,5.287172147715063
2.5483290701871186,4.4403776410773
5.391514858234011,5.0067749635312095
2.558211181177532,4.342607816368729
5.183288676047842,5.267660186399397
2.500174474927723,4.387302936801144
5.2027400661133765,5.283169086309091
2.4206771332961243,4.495893799075881
6.758871353719236,5.042636177020637
2.686940284980162,4.661242730136787
4.8740378875866925,5.082174053123393
2.686927221548917,4.693905195303187
4.228221509665181,5.256440981144016
2.5816963966421667,4.3266711518668055
3.957705621571484,5.03303144803058
2.5667906035226276,4.361477388844353
3.9632172675660966,5.095353684340285
2.5076438393332916,4.350267656511339
5.6079398214817635,5.248582871276485
2.587965582067782,4.734512821494914
6.152384301392368,5.101131905545433
2.5162541577849047,4.312061975009337
6.2537633936406545,5.015437795947991
2.5204118892759917,4.744694291976307
6.834821469403704,5.001999656081235
2.648504342479449,4.364202599663406
4.726224386734138,5.08316804856322
2.658527379639793,4.436332075072488
5.52847990809753,5.238951884113257
2.658464833851813,4.595981938229499
6.181469523983796,5.1113365297720375
2.507947171836937,4.385783412185164
5.510963293658893,5.062009310575664
2.5496452224253905,4.584374434769936
6.25952110389523,5.255762193330136
2.663002842333792,4.612231503546573
4.648628240243834,5.1682884981564055
2.607169623044831,4.488344177873464
4.2843678215378205,5.14975506453503
2.6748141385754804,4.3569504061694
5.886476630926289,5.248568977299423
2.6190099147621333,4.406371540753685
6.737334183605306,5.241672703083188
2.631004883398345,4.539358792665914
6.991249091225349,5.064524754848952
2.6932492215601638,4.407186125087196
4.980698080669392,5.010230010340478
2.6112196231326195,4.707226727946537
4.777824360606112,5.051734638457841
2.785052218957103,4.537720358296662
5.815203352026998,5.26583349844428
2.760242475780627,4.759119086880409
5.944090715626736,5.293855584642543
2.6886508307843107,4.864546148043635
6.106329343195952,5.284077455382837
2.7670120406101537,4.6547294923566405
5.383573704928121,5.053110632249007
2.6297874319327583,4.587092194167414
4.720884303363514,5.119950580526183
2.6697919280868527,4.592999244277859
3.9508603767064123,5.184409496459838
2.6449456696803253,4.863880486823703
4.5337537407194635,5.27834391033141
2.741678402078798,4.758871892213266
6.444340308945907,5.134612852229945
2.7077075904009114,4.994601390194862
3.611388831149728,5.015407007974297
2.612223656977827,4.894850442533985
5.057440291094684,5.180532950287402
2.646882648801814,4.7805785627078965
5.5446197616653965,5.239669206437243
2.7048427475534447,4.50057334560891
6.157313085173666,5.1322994728715114
2.6310703264660225,4.679709385917563
6.232810918626422,5.03179943122925
2.7101699913842836,4.786481093641204
4.623636438604862,5.177466486354299
2.799158261539515,4.638514358012757
5.583837846040705,5.025013850743906
2.648050775041982,4.86156115915155
4.768830648134372,5.289920989647016
2.640092491641565,4.682553422264645
3.677918969873584,5.063571445234709
2.634306338274439,4.567859670233952
5.032613194735747,5.056542254075668
2.756583482111739,4.686234764462915
4.457148382655867,5.012201692811266
2.788378945544269,4.6107337606852505
6.717503203127042,5.12313016670801
2.862380622526184,4.790986283932467
5.336588762739627,5.110844033465665
2.86402354748197,4.938710086150477
4.032597069921365,5.248058595197798
2.816748987092067,4.899389151050945
6.109143664504121,5.140945366829099
2.8456965461591848,4.866485045869845
6.553920435650125,5.142536814073587
2.705375855459259,4.788618246394057
4.233157958852193,5.102538005107712
2.766709371709955,5.115960428856122
5.0908257395797065,5.185849221182875
2.880348714195776,4.914323359790211
3.5497729198779484,5.219967821047956
2.896259195604011,5.212212285594436
3.8942836374038023,5.0964259207879445
2.719286494606588,5.239622611180492
5.8279447688902,5.271648047903649
2.776411633823257,5.0167311309554945
5.873089353382014,5.0732993025212725
2.7371161426730133,4.8627196919897475
6.769498782555369,5.177149932741636
2.7334007837593384,4.844589786729357
5.92934979130926,5.042549808069199
2.763800020106073,5.048136855075525
6.592751484424575,5.26064422398313
2.8071304648328645,4.806820142626183
4.553140851985924,5.291885088214878
2.85345771392836,4.86600115933171
6.454968876289554,5.114024593831251
2.885241669565414,4.795230593132166
5.195030500417367,5.036525145204281
2.8783533207558105,5.111922057537064
6.506150419572741,5.239171937183038
2.782210358707721,4.867897628031518
5.793809977569543,5.135560507725733
2.7471200786830705,4.790466025033814
6.805644147279432,5.057716042087534
2.711285279008905,4.806095492636835
4.072905510551456,5.072566415933025
2.9279913815013145,5.079593527865041
3.7590908257495337,5.171479107105702
2.954940142379975,5.32518264328029
5.957614253210912,5.0076260437270115
2.9129363715179366,5.212539310187698
6.433195005983851,5.075869251311329
2.96364920852948,5.477910792504701
6.323136781645447,5.239771542922847
2.9020885281449087,5.472745290068587
6.337503909130844,5.150310331342594
2.9600261010028674,5.28320434820228
4.496976634073725,5.11864333929045
2.8257774783782046,5.4062362838629285
3.787058830502827,5.120958994531535
2.8778704564702453,5.156525459108391
6.4476602608533184,5.058602306578233
2.8920302285677897,5.035284566923977
6.875354925499641,5.058785963590382
2.823968539733499,5.338714123208651
3.680147502385691,5.237578159945105
2.8536826944234486,5.307594775679343
4.745411110508226,5.062910015226696
2.9248488816699885,5.4313720171869075
5.168037623470326,5.171328538097687
2.961916000858337,5.462663938796141
6.33100778659321,5.2610311977722795
2.988211383453442,5.433822948682225
4.946013550503392,5.206511256148705
2.8112941592631726,5.300978947410975
5.092298098160937,5.050980653860143
2.9305421282333732,5.3795230545259285
6.238547166041114,5.266685393498351
2.9707747841092584,5.327699774888724
6.67973655183202,5.065997856240623
2.8808992588656817,5.2419193588417325
3.757062047219502,5.000707304549349
2.8133986701630525,5.032933604910865
6.448188477519167,5.193935158505685
2.8394592602719713,5.290211300033469
6.6272441352270235,5.205794183411446
3.0817034611302465,5.3628302024774985
6.188817103420009,5.116791400494568
3.0202508241074684,5.46181420361085
6.591007563519964,5.0499603912668825
2.939316669565566,5.379525849141337
6.2432883886277,5.007594062148942
2.9533964827393437,5.410583810113604
6.420203884755304,5.2705008539798985
2.9342996422947825,5.354332722959349
5.976953584418549,5.098008623887126
2.9374831739681575,5.526202380248939
5.033812948386148,5.060330850254594
3.0792237649264362,5.599767348573536
6.030729326803883,5.064922318814357
2.9529912832426928,5.548377472098273
5.4187965851057385,5.1271431410421275
3.0674598220245928,5.536630795370011
6.360827446323269,5.238686454137219
2.9263247725745147,5.259043699704962
6.718810398861577,5.168007885355984
2.9666221397938153,5.266495981231688
4.430327791676496,5.137142930442376
3.0450228998568765,5.279575934318181
4.820136654154589,5.222240663327715
2.9503095398094366,5.250422843409318
6.6266924926356365,5.169008758000232
2.9721471921427858,5.286427039164789
5.34116830409476,5.045805755338808
3.0660567989098775,5.452589453752293
5.556493098378155,5.140357889400844
2.9388772537128607,5.459744704341983
5.881723958077908,5.0095231962522
3.087167346335033,5.3241825064069515
4.308729116073521,5.0773275343755975
3.0606671478709067,5.415803200264234
3.763726179519752,5.165526826906493
3.0318761571260167,5.273699480396266
6.442052157501129,5.075891570541879
3.0856831564978062,5.711072337165807
4.449650295033857,5.079171296682232
3.0401895592329167,5.831556671331562
4.366070681726914,5.024849669118142
3.122393383524606,5.563449657820596
5.438762534445232,5.024927180745459
3.135492559569987,5.8040345782420735
4.793893382959526,5.033947450605914
3.1863749107065704,5.950516938939029
5.325074777496328,5.209827414226828
3.1286172161572394,5.747256989763682
3.9087013262745396,5.101476541031101
3.1321220227950324,5.814722511980982
5.5179215557838575,5.196175066306586
3.024585395803659,5.508855797221076
3.719958976173233,5.2415987016237064
3.0523406009872796,5.953447701093344
4.259050662010312,5.2211256235777785
3.006499089242472,5.685304806816176
6.915744460678374,5.170770800967658
3.013269237337702,5.939382578252303
6.8652615643375015,5.276498643006616
3.05863738168876,5.751223879591084
6.950105836518361,5.182096953136924
3.034491326176246,5.6287825115374
6.560567908990402,5.226572314368636
3.0146111855659954,5.796170165429439
4.1916872371885585,5.113049687896193
3.0463995909350468,5.5817385714545695
4.164307790419468,5.074101888826784
3.1250758389269544,5.586119301411316
3.5603996707482835,5.078881775257648
3.169338552488039,5.640112055242005
4.026426595759063,5.0866200588047255
3.049619372697564,5.787630078873298
5.196229014004752,5.155631747089896
3.108810286028547,5.982745302051175
6.331476070424945,5.1094436350285015
3.091656818857819,5.523731937144849
4.469865832589081,5.141911953444426
3.1664198827351044,5.983099061609664
4.144772754321677,5.164576142633916
3.1664043882713235,6.220869583399091
6.592299096772855,5.150692684728227
3.1091772909981312,5.834740773856736
4.454370294846815,5.113911799799704
3.2667411943911944,6.203408091608156
3.623530905805347,5.194108609547318
3.257760115594262,6.127883330797174
5.681946263136131,5.173440317807238
3.1557899260339277,6.1248795824620395
6.970183681022778,5.23496928294769
3.193263367984598,6.199907034734768
6.414520358157798,5.211907682425189
3.1908716348425044,5.820456284881956
5.696724750255816,5.103060584962594
3.1608282318600875,5.986322740035607
6.492797895513388,5.285346723198662
3.2792262000268404,6.092655446267996
3.5251031075897203,5.294067326649571
3.239497949268241,5.888494603011762
6.770529875298603,5.298243992973433
3.1701014044397473,5.797383376005252
5.931017979501103,5.227633005658263
3.215825461906091,5.894808419684966
4.909191168841083,5.290975786271817
3.2203434388822565,6.0525915079155554
4.597107749871292,5.149668123830489
3.2888108266218605,6.071227538635286
6.981114657149638,5.170780830466216
3.2857322325576597,6.217259626095691
4.154375502552035,5.0790580094793505
3.2162197084773356,5.9732262406343075
6.379762983877128,5.146539662823649
3.206723231821453,5.758959202765504
6.213145777241078,5.115596547657829
3.296798522101693,6.094954700615437
4.446790992590391,5.0814838133241995
3.2211347267248915,5.903208800544327
4.354081470937791,5.288039454935426
3.2348214181769195,5.792689454284866
4.654770744607792,5.116991616391452
3.313018690244024,6.466522139770476
3.7954483381854005,5.2214191680252435
3.2448785939778753,6.13921647012122
4.154253636113451,5.053260825680538
3.3955688642241912,6.347961047102807
5.198878181856804,5.277251810364245
3.255453904859754,6.2238257935532415
6.840717111579519,5.011975700630503
3.2531259786643796,6.451418578495517
5.915134853620568,5.155822064932187
3.2464197010682416,6.275367051282713
3.664198347618524,5.098421158773696
3.204531909330938,6.214425980085239
6.9937091366633695,5.093652871399969
3.289249538214643,6.244209636378
4.0076314671637014,5.043372575418651
3.2822092168943686,6.35228379988983
5.6267195562911585,5.279608772460537
3.328307048438142,6.129618699528164
5.667634944461494,5.121695188849283
3.243544466484341,6.004037774808521
6.477646604888637,5.180858030810883
3.3714698778156174,6.2555526793084635
5.290328104491191,5.280440786444759
3.326410763464308,6.2520629507344205
5.047623998133504,5.2349244700001485
3.39223427007274,6.3605221764631805
5.386297336273788,5.133420109040324
3.250598988435628,6.102489345863624
6.8611846494398385,5.016420259807226
3.20166534988802,6.278969196920542
5.368637435776231,5.1743625010646594
3.3751006280229707,6.390809986279254
5.942660176114161,5.1884472950779115
3.243011633356545,6.358832307899149
3.5145377459126785,5.238015520816931
3.2110991921803675,6.073332286930348
6.387152697571615,5.087352510852593
3.2307071927055016,6.157577266905683
4.618150572640198,5.066858889288695
3.3320735810532596,6.438165931299395
4.4780700378286715,5.233333245873203
3.413466752934586,6.270328014508828
5.281999723483414,5.142941332564883
3.3313149156067516,6.463167426509422
6.755428757150845,5.238180020609148
3.3877811289196327,6.631130718996091
6.204694401254073,5.140394002681272
3.4753323263429015,6.6456939399686
5.0311442562368445,5.170126486707642
3.3250676091998645,6.595251737462596
6.108284468866039,5.153040076713461
3.4320225091923415,6.723749772518357
4.581512181315823,5.130883103706681
3.473917187073944,6.610249250125655
4.469090021627796,5.249660890648283
3.3796786713057747,6.498934526651454
6.979958815712892,5.214852611214847
3.339736920669687,6.577541867897109
5.319544299206936,5.112382822665572
3.3230740845503655,6.702930336933962
4.315907141665431,5.106834848687649
3.40328343750394,6.689832509622938
3.9706691429703125,5.1443053923488735
3.4976722861538145,6.368441673138769
5.444867017322752,5.012533198092074
3.4135919209253687,6.255075446568237
6.533967011490272,5.199215468294856
3.3606182358487597,6.539239859775704
5.74349748803136,5.189840181578076
3.469791619651905,6.413014642349512
4.885363546525782,5.11482066267612
3.3464107591378145,6.361520785976075
6.399743485706432,5.151147991111384
3.489742622969656,6.510973206822846
6.714463166683987,5.05602072540367
3.478711577417264,6.308402249579897
4.387329969956584,5.064905651230604
